idx,city,region_idx,name,name_en,property_type,grade,tel,address,rating_hotelscombined,rating_booking,rating_tripadvisor,rating_naver,website,detail_url
14,경북,14,경주 블루픽셀 스테이,Gyeongju Blue Pixel Stay,펜션,3급,054-773-8833,감포읍 경감로 2807-16,10,,,,http://bluepixelstay.kr/,https://hotels.naver.com/KR1000249/hotels/N3020014?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
15,경북,15,경주 쿠키앤젤리펜션,Gyeongju Cookie and Jelly Pension,펜션,3급,,양남면 솔숲2길 15,8.6,,,,http://cookieandjelly.co.kr/,https://hotels.naver.com/KR1000249/hotels/KYK1070225972?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
16,경북,16,더원펜션,Gyeongju The One Pension,펜션,2급,010-3426-6034,천북면 물천안길 15,9.6,,,,http://theonepension.kr/,https://hotels.naver.com/KR1000249/hotels/N3645684?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
17,경북,17,펜션포에버,Gyeongju Forever Pension,펜션,3급,,보문마을3길 39-20,8.8,,,,,https://hotels.naver.com/KR1000249/hotels/N5284003?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
18,경북,18,라스텔라펜션,Gyeongju Stella Pension,펜션,3급,,보문마을4길 33,9.9,,,,http://lastella.x-y.net/,https://hotels.naver.com/KR1000249/hotels/N5283847?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
19,경북,19,웨이트리풀빌라,Gyeongju Pool Villa Way Tree,펜션,3급,,감포읍 대밑길 22,7,,,,http://waytree.co.kr/special_preview.html,https://hotels.naver.com/KR1000249/hotels/N5286060?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
20,경북,20,소래당 펜션,Gyeongju Soraedanga Pension,펜션,3급,054-741-7288,북군길 51,10,,,,http://soraedang.com/,https://hotels.naver.com/KR1000249/hotels/N3018647?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
21,경북,21,아드리아 펜션,Gyeongju Adria Pension,펜션,2급,054-775-0158,천군1길 13,8.6,,,,http://www.adriapen.co.kr/,https://hotels.naver.com/KR1000249/hotels/N3645160?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
22,경북,22,아미고펜션,Gyeongju Amigo Pension,펜션,3급,,천북면 천북남로 516-18,8.1,,,,http://www.amigops.kr/,https://hotels.naver.com/KR1000249/hotels/N5280111?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
23,경북,23,유로 빌리지 펜션,Gyeongju Euro Vill Spa Pension,펜션,3급,054-742-1579,북군4길 27-1,8.2,,2.5,,http://www.eurovill.co.kr/,https://hotels.naver.com/KR1000249/hotels/N1833509?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
24,경북,24,라팡시옹,Gyeongju La Pension,펜션,3급,010-3372-9009,경상북도 경주시 북군4길 40-4,,,,,http://www.lapension.co.kr/,https://hotels.naver.com/KR1000249/hotels/KYK1070733504?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
25,경북,25,바다 펜션,Yeongdeok Bada Pension,펜션,2급,054-733-6116,남정면 동해대로 4156,8.4,,,,http://www.ydbada.com/,https://hotels.naver.com/KR1000249/hotels/N3643409?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
26,경북,26,봄봄펜션,Gyeongju Bombom Pension,펜션,3급,,마동큰마을5길 14-9,,,,,https://xn--4n3ba834an2x.kr/,https://hotels.naver.com/KR1000249/hotels/N5280209?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
27,경북,27,경주숲펜션 개울가,Gyeongju Gaewoolga Poolvilla,펜션,3급,010-4482-3411,천북면 물천안길 199,,,,,http://xn--o39a2bz89bkzg7kl3yu.kr/,https://hotels.naver.com/KR1000249/hotels/N3037748?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
28,경북,28,필하우스 펜션,Gyeongju Feel House Pension,펜션,3급,010-4938-2040,천북면 물천안길 106-15,,,,,http://www.feelhousepension.com/,https://hotels.naver.com/KR1000249/hotels/N3643196?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
29,경북,29,소소담펜션,Gyeongju sosodam pension,펜션,2급,,천군1길 31,8.2,,,,http://www.sosodam.kr/,https://hotels.naver.com/KR1000249/hotels/N5285795?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
30,경북,30,어느봄날펜션,Gyeongju Some Spring Day Kids Pension,펜션,3급,,천북면 목실길 14-98,,,,,http://somespringday.co.kr/,https://hotels.naver.com/KR1000249/hotels/N4735022?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
31,경북,31,솔바람들꽃향기,Gyeongju Pine and Wildflower Pension,펜션,3급,,외동읍 신계길 304-17,8.4,,,,https://homepage.staymg.com/%EA%B2%BD%EC%A3%BC%EC%86%94%EB%B0%94%EB%9E%8C%EB%93%A4%EA%BD%83%ED%96%A5%EA%B8%B0%ED%8E%9C%EC%85%98,https://hotels.naver.com/KR1000249/hotels/N5286186?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
32,경북,32,제제펜션,Gyeongju Jeje Pool Villa Pension,펜션,3급,,천북면 목실길 27-12,9.2,,,,http://jejeps.com/,https://hotels.naver.com/KR1000249/hotels/N5282860?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
33,경북,33,포항 비치63 스파펜션,Pohang Beach63 Spa Pension,펜션,3급,,남구 구룡포읍 일출로332번길 63,9.4,,,,https://site.onda.me/34401,https://hotels.naver.com/KR1000249/hotels/KYK7445141?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
34,경북,34,카르페디엠,Gyeongju Carpe Diem Bed and Breakfast,펜션,3급,,천북면 천북남로 495-5,,,,,http://www.carpediemozle.kr/,https://hotels.naver.com/KR1000249/hotels/N5279182?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
35,경북,35,또다른세상,Another world pension,펜션,2급,010-8507-8183,천북면 물천안길 175-9,9.5,9.6,,,http://www.ddworld.kr/,https://hotels.naver.com/KR1000249/hotels/N3037753?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
36,경북,36,서라벌 토기 관광 펜션,Seorabeol Togi Tourist Pension,펜션,3급,054-748-0170,보불로 66-29,9.1,,,,http://www.seorabeoltogi.com/,https://hotels.naver.com/KR1000249/hotels/N2777690?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
37,경북,37,경주 휴플러스펜션,Gyeongju Hyu Plus Spa Pension,펜션,3급,,양남면 산에들레안길 92,,,,,,https://hotels.naver.com/KR1000249/hotels/N4987954?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
38,경북,38,스카이펜션,Sky Pension,펜션,3급,,구룡포읍 일출로62번길 64,8.4,,,,http://phskyps.com/,https://hotels.naver.com/KR1000249/hotels/N5278882?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
39,경북,39,경주 호텔 프프,hotel ff,펜션,2급,0507-1426-2390,경북 경주시 원효로173번길 8-1,10,,,,,https://hotels.naver.com/KR1000249/hotels/KYK1071922793?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
40,경북,40,성주 네모나무펜션,Seongju Nemonamu Pension,펜션,3급,,경상북도 성주군 수륜면 덕운로1424-6,9.2,,,,http://www.nemonamu.com/,https://hotels.naver.com/KR1000249/hotels/KYK1070605334?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
41,경북,41,노벨라펜션,Gyeongju Novella Pension,펜션,2급,,천군1길 24-12,9,,,,http://www.novellaps.kr/,https://hotels.naver.com/KR1000249/hotels/N4919863?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
42,경북,42,Cell27 스파펜션,Gyeongju Cell27 Pool Villa,펜션,3급,0505-679-2962,경감로 2807-7,7.5,,4,,http://cell27.co.kr/,https://hotels.naver.com/KR1000249/hotels/N3019593?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
43,경북,43,영덕해파랑펜션,Yeongdeok Sea Blue Pension,펜션,3급,054-732-1006,강구면 영덕대게로 425,9.3,,,,http://ok114.co.kr/01050604857,https://hotels.naver.com/KR1000249/hotels/N3646179?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
44,경북,44,아트 인 티아라 펜션,Gyeongju Art in Tiara Pension,펜션,3급,054-771-1900,북군4길 3,,,3,,http://artintiara.com/,https://hotels.naver.com/KR1000249/hotels/N1739637?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
45,경북,45,마리안느 펜션,Marianne Pension,펜션,3급,,하동분접안길 14-9,7.9,,,,http://www.mariannepension.kr/,https://hotels.naver.com/KR1000249/hotels/N5129637?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
46,경북,46,경주 에디스 풀빌라,Gyeongju Edis Poolvilla,펜션,3급,,새골길 177,2,,,,http://edithpoolvilla.com/,https://hotels.naver.com/KR1000249/hotels/N5281662?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
47,경북,47,루트94,Gyeongju Route 94 Pension,펜션,3급,,양남면 양남로 225-6,8.8,,,,,https://hotels.naver.com/KR1000249/hotels/N5286027?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
48,경북,48,우진그린펜션,Gyeongju Woojin Green Pension,펜션,3급,,천북면 물천안길 181,,,,,https://woojingreen.co.kr/,https://hotels.naver.com/KR1000249/hotels/N5283889?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
49,경북,49,경주 체크인불국,Gyeongju Check-in Bulguk,펜션,2급,,경북 경주시 영불로 214,,,,,,https://hotels.naver.com/KR1000249/hotels/KYK7231856?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
50,경북,50,경주 메이브리즈풀빌라,Gyeongju May Breeze Pool Villa,펜션,3급,,경상북도 경주시 천북면 갈곡성지길 174-29,9.6,,,,http://maybreeze.co.kr/,https://hotels.naver.com/KR1000249/hotels/KYK7843983?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
51,경북,51,경주힐링캠프,Gyeongju Healing Camp Glamping,펜션,2급,,산내면 장사길 418-55,10,,,,http://xn--289aw0wg0lcpfzziy1d.com/,https://hotels.naver.com/KR1000249/hotels/N5286168?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
52,경북,52,해림펜션,Haelim Pension,펜션,3급,,영덕대게로 313,,,,,http://haelim.co.kr/,https://hotels.naver.com/KR1000249/hotels/N4872550?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
53,경북,53,경주 폴인경주풀빌라,Gyeongju Polin Gyeongju Pool Villa,펜션,3급,,경상북도 경주시 북군길 107-20 (북군동),9.2,,,,http://www.fallingyeongju.kr/,https://hotels.naver.com/KR1000249/hotels/KYK1070752976?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
54,경북,54,마리모펜션,Gyeongju Marimo Pension,펜션,3급,,감포읍 대밑길 16,10,,,,http://www.marimops.kr/,https://hotels.naver.com/KR1000249/hotels/N5286056?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
55,경북,55,빅토리아일기펜션,Gyeongju Victoria Diary,펜션,3급,,양남면 솔숲2길 16,,,,,http://www.victoriadiary.kr/,https://hotels.naver.com/KR1000249/hotels/N5283863?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
56,경북,56,펜션다솔강,Gyeongju Dasol River Pension,펜션,3급,,도초길 158-15,9.3,,,,http://xn--939a32kesn5ga773f.com/,https://hotels.naver.com/KR1000249/hotels/N5286061?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
57,경북,57,경주 정다운펜션,Gyeongju Fuzzy Pension,펜션,3급,,경상북도 경주시 도지3길 39-11,9.6,,,,http://kfj.kr/,https://hotels.naver.com/KR1000249/hotels/KYK7231866?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
58,경북,58,별빛 여정 펜션,Gyeongju Star Light Travel Hanok Pension,펜션,2급,0505-679-2974,북군길 63,8.8,,5,,http://starlightinn.kr/,https://hotels.naver.com/KR1000249/hotels/N3018667?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
59,경북,59,해피데이 펜션,Gyeongju Happyday Spa Pension,펜션,3급,010-3801-2702,양남면 산에들레길 238,,,,,,https://hotels.naver.com/KR1000249/hotels/N3644679?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
60,경북,60,펜션이야기ing,Gyeongju Pension Ing,펜션,2급,010-4826-7909,천북면 천북남로 516-30,4.5,,,,http://storyingps.kr/,https://hotels.naver.com/KR1000249/hotels/N3644462?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
61,경북,61,블루노트 펜션,Blue Note,펜션,2급,,북군길 137-8,7.8,,,,http://www.artinbluenote.com/,https://hotels.naver.com/KR1000249/hotels/N4018735?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
62,경북,62,달빛여행 펜션,Gyeongju Moonlight Travel Pension,펜션,2급,010-2502-7833,보문마을4길 14-8,10,,,,http://www.gjmoonlight.co.kr/,https://hotels.naver.com/KR1000249/hotels/N3645133?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
63,경북,63,포항 코지스위트펜션,Pohang Cozy Suite Pension,펜션,3급,,경상북도 포항시 남구 장기면 영암길53,9.6,,,,http://www.cozysweet.com/,https://hotels.naver.com/KR1000249/hotels/KYK9011720?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
64,경북,64,경주 청담풀빌라펜션,Gyeongju Cheongdam Pool Villa Pension,펜션,3급,,경상북도 경주시 천북면 목실길 27-47,7.7,,,,http://www.chungdamps.com/,https://hotels.naver.com/KR1000249/hotels/KYK7425532?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
65,경북,65,경주 피렌체펜션,Gyeongju Firenze Pension,펜션,3급,054-775-9200,하리길 31,,,,,http://www.firenzepen.com/,https://hotels.naver.com/KR1000249/hotels/N3643545?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
66,경북,66,경주 유로빌펜션,Gyeongju Eurovil Pension,펜션,4급,,북군4길 27-1,10,10,,,,https://hotels.naver.com/KR1000249/hotels/KYK1072055277?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
67,경북,67,라즈베리펜션,Gyeongju Raspberry Pension (Private Bbq),펜션,3급,,마동큰마을5길 14-7,5.3,,,,http://www.rasps.kr/,https://hotels.naver.com/KR1000249/hotels/N5258307?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
68,경북,68,경주 스테이북군,Gyeongju Staybukgun,펜션,3급,,경북 경주시 북군1길 9,10,,,,http://staybukgun.kr/,https://hotels.naver.com/KR1000249/hotels/KYK9498542?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
69,경북,69,보문펜션,Gyeongju Bomun Pension,펜션,3급,,북군길 162,5,,,,http://www.bomuns.kr/,https://hotels.naver.com/KR1000249/hotels/N5282827?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
70,경북,70,경주 로컬054 풀빌라 펜션,Gyeongju Local 054 Pension,펜션,3급,010-9090-8936,천북면 목실길 14-76,6.5,,,,http://stayblanc.kr/,https://hotels.naver.com/KR1000249/hotels/N3645506?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
71,경북,71,경주 별바라기 펜션,Gyeongju Byeolbaragi pension,펜션,2급,,경상북도 경주시 북군길 156-3,9.6,,,,http://xn--ok0b89o1wdduaw1puv4a.com/,https://hotels.naver.com/KR1000249/hotels/KYK9010975?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
72,경북,72,별이야기펜션,Gyeongju Star Story Pension,펜션,2급,010-4739-0559,양남면 서왕길 401-1,,,,,http://star-story.co.kr/,https://hotels.naver.com/KR1000249/hotels/N3644948?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
73,경북,73,유럽 마을 펜션,Gyeongju Europe Village Pension,펜션,3급,054-775-1489,북군4길 9,2.4,,,,http://www.europevil.com/,https://hotels.naver.com/KR1000249/hotels/N1744180?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
74,경북,74,푸른하늘펜션,Gyeongju The Blue Sky Pension,펜션,3급,,장골길 21-5,6.4,,,,http://thebluesky.kr/,https://hotels.naver.com/KR1000249/hotels/N5283954?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
75,경북,75,경주 황남inn 펜션,Gyeongju Hwangnaminn Pension,펜션,3급,,계림로 109,8,8,,,https://xn--inn-3i1me42m.kr/,https://hotels.naver.com/KR1000249/hotels/KYK10364809?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
76,경북,76,천년의 미소,Millennium Smile Pension,펜션,2급,054-620-9300,하동못안길 67,,,,,http://www.misopen.com/,https://hotels.naver.com/KR1000249/hotels/N1939620?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
77,경북,77,경주 더만디 펜션,Gyeongju Themandi Pension,펜션,3급,,경북 경주시 천북면 천북남로 516-309,7.2,,,,http://themandi.co.kr/,https://hotels.naver.com/KR1000249/hotels/KYK3415853?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
78,경북,78,보문 팰리스 펜션,Gyeongju Bomun Palace Pension,펜션,3급,054-749-5186,북군길 186-6,,,,,http://bomunpalace.co.kr/,https://hotels.naver.com/KR1000249/hotels/N2683893?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
79,경북,79,아트인 마이 다이어리 펜션,Gyeongju Art In My Diary Pension,펜션,2급,010-9346-6933,북군길 161,8.6,,,,http://mydiaryps.com/,https://hotels.naver.com/KR1000249/hotels/N2064912?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
80,경북,80,아늑펜션,Geongju Aneuk Pension,펜션,3급,,경북 경주시 마동탑마을길 17-4,,,,,http://www.aneukpension.kr/,https://hotels.naver.com/KR1000249/hotels/KYK1070681236?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
81,경북,81,보문프로포즈펜션,Gyeongju Mood Pension,펜션,2급,010-3243-4477,천북면 목실길 14-25,7.6,,,,,https://hotels.naver.com/KR1000249/hotels/N3050041?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
