idx,city,region_idx,name,name_en,property_type,grade,tel,address,rating_hotelscombined,rating_booking,rating_tripadvisor,rating_naver,website,detail_url
1382,강원,1382,평창 더 머뭄 펜션,Pyeongchang The Meomum Pension,펜션,1급,,방림면 창수동길 17-20,,,,,https://themumoom2.cafe24.com/,https://hotels.naver.com/KR1000013/hotels/KYK9012012?adultCnt=2&pageIndex=99&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1383,강원,1383,횡성 다래골산방,Hoengseong Daraegol Sanbang Pension,펜션,2급,,우천면 전재호수길 121,5,,,,http://daraegol.staynt.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070613125?adultCnt=2&pageIndex=99&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1384,강원,1384,원주 치악구룡카라반파크,Wonju Chiak Guryong Caravan Park,펜션,1급,,강원특별자치도 원주시 소초면 치악로 3403,,,,,,https://hotels.naver.com/KR1000013/hotels/KYK10359876?adultCnt=2&pageIndex=99&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1385,강원,1385,평창 리버파크 글램핑&캠핌장,Pyeongchang River Park Glamping & Camping Site,펜션,2급,,강원특별자치도 평창군 봉평면 금당계곡로 1468,,,,,,https://hotels.naver.com/KR1000013/hotels/KYK10375899?adultCnt=2&pageIndex=99&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1386,강원,1386,클럽아비오 펜션,Hoengseong Club Avvio Pension,펜션,2급,010-9308-3481,갑천면 외갑천로479번길 84-19,,,,,http://www.clubavvio.com/,https://hotels.naver.com/KR1000013/hotels/N3645373?adultCnt=2&pageIndex=99&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1387,강원,1387,속초 도문연가 풀빌라,Sokcho Domun Yeonga Pension,펜션,1급,,강원 속초시 중도문길 113,,,,,http://www.xn--o39a70mttgv1l.com/,https://hotels.naver.com/KR1000013/hotels/KYK10376313?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1388,강원,1388,법수치폭포펜션,Yangyang Beopsuchi Waterfall Pension,펜션,2급,,강원 양양군 현북면 법수치길 922,,,,,http://waterfall.webbit.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070611975?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1389,강원,1389,에브라임펜션,Pyeongchang Ephraim Pension,펜션,2급,,강원 평창군 봉평면 안흥동길 47-14,4,,,,http://xn--oi2bl8jn0cx4fmoc0u4a.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070613190?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1390,강원,1390,정선 드위트리 글램핑,Jeongseon Dwytree Glamping,펜션,2급,,강원특별자치도 정선군 남면 지장천로 146-47,,,,,,https://hotels.naver.com/KR1000013/hotels/KYK10376861?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1391,강원,1391,로즈데일,Rosedeil,펜션,3급,,단월면 한서로 2002-2,,,,,,https://hotels.naver.com/KR1000013/hotels/N5278827?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1392,강원,1392,비나리펜션,Hongcheon Binari Pension,펜션,2급,,동면 공작산로 1625,,,,,http://binari.co.kr/,https://hotels.naver.com/KR1000013/hotels/N4300674?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1393,강원,1393,홍천 꽃피는언덕,Hongcheon Flowering Hill Pension,펜션,2급,,서면 모곡로 535,,,,,http://flowerhill.staynt.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070524586?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1394,강원,1394,강촌 초코민트 펜션,Gangchon Chocomint Pension,펜션,1급,010-3113-5459,남산면 풀무골1길 58,8.7,,,,http://www.gcsun.net/,https://hotels.naver.com/KR1000013/hotels/N2371242?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1395,강원,1395,선녀와 나무꾼 펜션,Pyeongchang Geumdanggyegok Seonnyeowa Namukkun Pension,펜션,2급,,봉평면 버들개길 99,4.8,,,,http://www.xn--zv0b8pxpr23arnh79h.net/,https://hotels.naver.com/KR1000013/hotels/N3646282?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1396,강원,1396,삼척 미술관스테이펜션,Samcheok Art Museum Stay Pension,펜션,1급,,강원도 삼척시 근덕면 부남해변길 70-4,,,,,,https://hotels.naver.com/KR1000013/hotels/KYK9354636?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1397,강원,1397,반디별펜션,Bandibyeol Pension,펜션,2급,,내면 우물골길 87,,,5,,,https://hotels.naver.com/KR1000013/hotels/N4011395?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1398,강원,1398,라벤하임애견동반펜션,Lavenheim Pension,펜션,1급,033-335-0542,대관령면 차항길 159-34,,,,,http://lavenheim.co.kr/,https://hotels.naver.com/KR1000013/hotels/N3872048?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1399,강원,1399,화천 파프리카펜션 그린동,Paprika Pension Red,펜션,3급,,사내면 하오재로 100-17,,,,,,https://hotels.naver.com/KR1000013/hotels/N5258955?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1400,강원,1400,홍천 다올 펜션,Hongcheon daol pension,펜션,2급,,남면 남노일로 1047-19,9.9,,,,,https://hotels.naver.com/KR1000013/hotels/KYK8533980?adultCnt=2&pageIndex=100&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1401,강원,1401,양양 서퍼스 파라다이스 스테이,Yang Yang Surfers Paradise Stay,펜션,1급,,현남면 인구길 60-11,7.9,,,,http://surfersparadise.me/,https://hotels.naver.com/KR1000013/hotels/KYK7450053?adultCnt=2&pageIndex=101&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1402,강원,1402,한반도황토펜션,Yanggu Korean Peninsula Hwangto Pension,펜션,3급,,강원 양구군 양구읍 파로호로 537-48,,,,,http://www.xn--hq1by1nipelutukcytd48b.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070710178?adultCnt=2&pageIndex=101&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1403,강원,1403,오후 펜션,Ohoo Pension Chuncheon,펜션,1급,033-262-6556,남산면 강촌로 244,,,,,https://ohoopension.co.kr/,https://hotels.naver.com/KR1000013/hotels/N3868860?adultCnt=2&pageIndex=101&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1404,강원,1404,횡성 미술관자작나무숲펜션,Hoengseong Gallery Birch Forest,펜션,3급,,강원 횡성군 우천면 한우로두곡5길 186,,,,,,https://hotels.naver.com/KR1000013/hotels/KYK7232040?adultCnt=2&pageIndex=101&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1405,강원,1405,정선 어울림펜션,Jeongsen Eoulim Pension,펜션,2급,,강원 정선군 북평면 졸드루길 115,,,,,http://jsaulim.com/,https://hotels.naver.com/KR1000013/hotels/KYK7232493?adultCnt=2&pageIndex=101&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1406,강원,1406,양구 윤가네펜션,Yanggu Yeongane Pension,펜션,2급,,강원도 양구군 국토정중앙면 정중앙로 725,8.8,,,,http://www.yoonspension.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070524909?adultCnt=2&pageIndex=101&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1407,강원,1407,영월 산울림산장펜션,Yeongwol Sanullim Sanjang Pension,펜션,2급,,강원도 영월군 무릉도원면 아래골길 257,,,,,http://xn--4y2b50kba555cg0a0er2d.com/info/info01,https://hotels.naver.com/KR1000013/hotels/KYK1070524943?adultCnt=2&pageIndex=101&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
1408,강원,1408,삼척 샘터애견팬션,Samcheok Saemter Pets Friednly Pension,펜션,2급,,강원도 삼척시 미로면 고천1길256,,,,,http://samtohps.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7446411?adultCnt=2&pageIndex=101&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
